Id,SalePrice
1461,106387.88105320807
1462,158773.0462191859
1463,184502.69355162416
1464,202453.72125686493
1465,191522.531181115
1466,173044.66115953666
1467,179657.35722559455
1468,163106.8511016412
1469,203437.51688726334
1470,112901.90152512703
1471,195712.55364855964
1472,98958.34710249508
1473,92846.6043101504
1474,147935.48370888352
1475,108191.61919975374
1476,341284.08859397087
1477,248411.2365314293
1478,280008.60716190207
1479,285592.55869868863
1480,452779.926269668
1481,325414.1273767131
1482,210198.20581121562
1483,186405.29084535927
1484,165537.91207541878
1485,190618.24155493642
1486,200490.68247181363
1487,326956.42651829903
1488,241882.95406487735
1489,190196.6913761486
1490,218441.8885211364
1491,198979.36730150896
1492,90023.75333375786
1493,185625.20018306046
1494,292201.12290686544
1495,289297.96497348626
1496,210387.3182184091
1497,168345.28179139446
1498,161487.5349165242
1499,151272.7689127281
1500,145366.43879495724
1501,162874.26274944213
1502,145457.55921860295
1503,273083.4002675441
1504,236585.2526671962
1505,218999.60479829373
1506,194251.94010006145
1507,247326.5826618945
1508,208973.157494363
1509,159465.51568640536
1510,141863.03411705425
1511,156723.47749568545
1512,172520.94868567184
1513,145985.32870530293
1514,174779.6527034788
1515,208976.38515752708
1516,156044.19256455818
1517,168515.77554484416
1518,121166.67929900851
1519,215287.137820986
1520,121649.08942788193
1521,127315.78329478866
1522,177435.62847737677
1523,101183.46766901968
1524,121606.37326241749
1525,119846.45586626769
1526,114424.00231883896
1527,102443.27760394484
1528,139929.0607537422
1529,135182.92835577467
1530,185898.76172280067
1531,122513.56932454277
1532,103108.73904066593
1533,140570.51557603414
1534,126178.02070234141
1535,153308.0725275853
1536,112224.34475874147
1537,65597.20363397403
1538,178831.31880218326
1539,186885.0109697037
1540,97719.5882921166
1541,147619.04335011973
1542,123853.61107482656
1543,197789.97206212676
1544,88534.9003150671
1545,114848.03657593323
1546,123435.51309273163
1547,119777.00150840086
1548,135312.90328581614
1549,115069.53907295123
1550,124407.6058850051
1551,110066.0511589487
1552,124824.11134958822
1553,140673.4098520726
1554,115030.11341768848
1555,161200.25580108358
1556,101099.9673467583
1557,113525.47887380201
1558,102121.52089042727
1559,82073.82600420562
1560,128134.23628461461
1561,120279.82195487696
1562,127869.60100915022
1563,114193.83024005553
1564,162015.83212143887
1565,142705.9481229583
1566,245326.3241177045
1567,77839.5259579474
1568,226366.2753880602
1569,123107.0211338591
1570,145783.1724661701
1571,121303.88932472441
1572,144545.50534271292
1573,256121.08828627976
1574,122867.32388336623
1575,221412.10697834406
1576,249945.39221669087
1577,184361.49882367297
1578,157244.8735664261
1579,141778.3619274922
1580,203031.91649934358
1581,155407.66558654705
1582,121411.22631187075
1583,320140.8485696398
1584,221284.65074649974
1585,139640.97368795413
1586,75250.95308521642
1587,101711.77338770647
1588,145093.09829985444
1589,105534.25913856196
1590,137941.59792426054
1591,84591.91171401937
1592,121077.3688096396
1593,121729.02535712045
1594,107053.37579865364
1595,93687.75754586096
1596,208730.98199364482
1597,162584.66918895094
1598,206588.9954203721
1599,168995.0984964644
1600,167118.38698112877
1601,70185.59147813299
1602,115638.51131516154
1603,92619.75499228126
1604,234293.58673972072
1605,266593.3385304253
1606,172058.4643412621
1607,180767.84375965982
1608,229669.42572516817
1609,187389.32160380192
1610,141915.91181420753
1611,144859.12089674722
1612,170807.1372281633
1613,167172.7072382327
1614,114435.13291729431
1615,89989.4564215027
1616,73172.83589895893
1617,95817.35188027105
1618,121004.39866099204
1619,139334.95703712237
1620,153984.30103062483
1621,140826.20756259907
1622,145584.11156121656
1623,276964.32798809226
1624,217361.6138612951
1625,118805.65766289365
1626,176083.025416838
1627,197212.83544448754
1628,286951.991131711
1629,175854.2709395784
1630,315694.9114868442
1631,216827.11455615738
1632,240173.51439352715
1633,170902.6379291788
1634,192642.30525216085
1635,181851.62612107012
1636,157107.32585751632
1637,207198.1027331053
1638,189659.5129347831
1639,200423.28434956732
1640,261723.55939533
1641,187508.68739730737
1642,218470.8499198266
1643,204820.62610965894
1644,226351.22961532755
1645,188573.05260001734
1646,163340.32995054763
1647,166124.8227691535
1648,131132.82480353714
1649,138110.04216291747
1650,112239.67849890927
1651,116768.89159306356
1652,98725.23939291817
1653,102252.78118755277
1654,143783.1377514583
1655,138815.60139003617
1656,140299.07906662623
1657,143178.7109375878
1658,142798.84041781464
1659,116719.61603083045
1660,159367.97804577983
1661,422716.3084762501
1662,366568.6232273973
1663,356904.0412778415
1664,478162.675672669
1665,282810.93872131757
1666,337560.0345285314
1667,345784.8211783911
1668,338021.60498299333
1669,296213.22909007367
1670,333568.5993546778
1671,268662.10779384314
1672,404947.9935731716
1673,291853.753065972
1674,243146.58693478035
1675,195977.5028415957
1676,195224.6046901817
1677,222443.58553090197
1678,450606.37457655463
1679,363015.35011464095
1680,308562.72221152
1681,230847.43678818396
1682,310975.1367645912
1683,182864.58073470593
1684,176669.9008841885
1685,177831.04012737205
1686,176395.32347855196
1687,169075.34006849004
1688,196623.90842947786
1689,198062.28595041286
1690,206710.56117072335
1691,194817.1132501638
1692,265956.4332191921
1693,161133.06055309795
1694,184478.62902286206
1695,159179.92011262407
1696,265075.6363459741
1697,167137.85664603996
1698,344824.8224918216
1699,320760.1957927468
1700,248942.01463767354
1701,273936.7659300532
1702,239475.3719832999
1703,244048.59027241945
1704,285989.51603381656
1705,243158.99730304853
1706,392714.06252166006
1707,196893.54148604616
1708,195695.3231836334
1709,271675.5854365547
1710,216368.15589485914
1711,263090.2217174176
1712,249923.2284577337
1713,256882.21996599334
1714,216604.2981699318
1715,198139.8142196265
1716,188122.6095742715
1717,179914.2922232637
1718,122599.24770887652
1719,209364.2352712472
1720,250364.43121235378
1721,167697.61035405105
1722,115063.32367571129
1723,157370.95423727742
1724,211307.41537426232
1725,232859.8465659826
1726,181273.694386044
1727,159111.7740530187
1728,181927.35721462482
1729,161260.53712552745
1730,149039.29348653927
1731,121897.95481859337
1732,116822.32022841164
1733,112382.41157773702
1734,122693.7612175326
1735,124975.27932677015
1736,102261.96648452082
1737,321078.40274842497
1738,244015.6772025522
1739,237393.7668268431
1740,201909.96465027818
1741,180296.71561245222
1742,160825.3277478748
1743,173809.90302541346
1744,293539.12678507017
1745,218955.87939550893
1746,172628.19006426484
1747,208421.254003475
1748,219551.079518456
1749,139348.36662705807
1750,129492.35115364031
1751,271747.58589736227
1752,115109.59146246806
1753,155676.82222926215
1754,213164.722832168
1755,168946.45787424687
1756,122396.26160384192
1757,117729.47746698676
1758,139407.395289146
1759,163361.61560933923
1760,160879.00496148836
1761,160250.93787816254
1762,174020.15767959133
1763,179340.96790546525
1764,110618.98656978266
1765,171074.65906101535
1766,191315.38586317704
1767,229862.86717478157
1768,135936.35534313595
1769,185189.56058775264
1770,160402.6923885976
1771,123067.76399424263
1772,127150.49990465601
1773,125209.06012839566
1774,141661.20648603453
1775,136011.54685616886
1776,122854.76614214969
1777,102569.51913691097
1778,142824.17076778598
1779,121514.71433866445
1780,183447.27873089275
1781,124867.12064967751
1782,82020.70965992865
1783,142608.10750701555
1784,106462.39702980648
1785,119977.9705663646
1786,148194.5722059922
1787,173312.49428086376
1788,57688.94466486135
1789,105793.10549729707
1790,79796.84295781006
1791,170244.87375651684
1792,161992.94268345775
1793,135967.16894332747
1794,157144.83404280356
1795,134285.58367476272
1796,118332.62473175621
1797,128350.99483448012
1798,110950.9238085791
1799,106078.51939827029
1800,116728.99043165466
1801,123042.66008039906
1802,149459.55123905337
1803,140433.02699038282
1804,141790.4308388035
1805,138249.29338847837
1806,139315.0107454277
1807,143669.664211951
1808,119734.92488613755
1809,124056.86025687482
1810,134922.1384302042
1811,98890.99668077569
1812,99495.69268348112
1813,119262.54180027916
1814,97130.31190013791
1815,67558.91189845592
1816,105558.24241188439
1817,102330.0137653746
1818,136721.6349776266
1819,119603.84203582273
1820,60165.633178439726
1821,118301.9256666591
1822,156589.035615387
1823,55223.13844465509
1824,129936.9581055615
1825,118901.80680101407
1826,96281.06554002229
1827,99975.86587773815
1828,129354.1610572736
1829,125774.86948185344
1830,147419.3051365549
1831,156004.33100680812
1832,81745.19075555634
1833,139564.5583043609
1834,118728.37275029483
1835,130112.58346398172
1836,122961.49781705358
1837,92603.26616135826
1838,126741.34840730365
1839,98825.2306197238
1840,156592.8025844426
1841,143832.42114441076
1842,95849.86597133805
1843,135261.46104807477
1844,129619.06720378093
1845,139237.17149350888
1846,160122.4653877108
1847,152565.54842464376
1848,59297.93023462988
1849,116544.63480573833
1850,119156.95066372503
1851,157828.5290121187
1852,126887.96034225154
1853,124674.63475191199
1854,177168.329413323
1855,157337.60027602542
1856,234760.39630870515
1857,144145.10830805983
1858,127606.6988489774
1859,110743.37398817108
1860,139874.61673702445
1861,110217.91932832706
1862,315384.28591370373
1863,291038.9851174052
1864,291140.51326750097
1865,339947.5502483274
1866,313427.75830014056
1867,241065.11525606335
1868,308891.71662024606
1869,214285.98491354194
1870,244435.31358097174
1871,255152.3424943508
1872,180088.40013319647
1873,246097.52100126207
1874,144136.44632823585
1875,200069.46271008372
1876,201616.43824841816
